"","EpisodeLines","Cumulative_episode","Season","Episode_no"
"22655","Leela: This will make a great episode. But talk slower. I can't type that fast.
",109,6,21
"22656","Bender: Well, well, well. You didn't make up that TV show! You just wrote down what these space twerps said!
",109,6,21
"22657","Leela: Oh, hell.
",109,6,21
"22658","Princess Num Num: Leela said a Rumbledy-Hump no-no!
",109,6,21
"22659","Humplings: [singing] Sometimes, when we're mad,
We say words that are bad.
",109,6,21
"22660","Humplings: [singing] And poo-poo and pee-pee and penis and gay.
Those are the ninety-eight words we don't say.
",109,6,21
"22661","Bender: My God. You stole all your ideas from those poor, innocent creatures and hogged all the credit?! I underestimated you.
",109,6,21
"22662","Leela: Wait! I can explain.
",109,6,21
"22663","Bender: Nah, don't ruin it. I'm lovin' the hypocrisy. It's like catchin' an evangelist in a whorehouse. That was the best Christmas ever.
",109,6,21
"22664","Leela: You know I hate lying. But those orphans were so proud of me, I couldn't bear to let them down.
",109,6,21
"22665","Bender: Pfff! At least Reverend Pickens had the dignity to jump out the whorehouse window with his pants around his ankles.
",109,6,21
"22666","Princess Num Num: Who's your friend, Leela? He sure has a shiny metal bumbledy-boop.
",109,6,21
"22667","Bender: Aw, they're so cute and harmless. No wonder you feel safe rippin' off their act.
",109,6,21
"22668","Leela: Bender! I feel bad enough already.
",109,6,21
"22669","Bender: I'm just messin' with ya. I love that you're gettin' rich off of them. 'Cause, now, I can get rich off of you!
",109,6,21
"22670","Leela: Oh, Lord.
",109,6,21
"22671","Bender: From now on, you give me half the gross or I'll blow your cover.
",109,6,21
"22672","Leela: Fine. You'll get your cut. I don't really care about the money, anyway. I just wanna show those poor, disadvantaged orphans that they can succeed in life.
",109,6,21
"22673","Bender: Ugh. You are the worst kind of rich person.
",109,6,21
"22674","Leela: [dressed as Lady Buggle, singing] Be it parsnips or peppers or kale or zucchini.
",109,6,21
"22675","Fry: [dressed as Doingg, singing] I like to relax with a spinach martini.
",109,6,21
"22676","Bender: [dressed as Garbly, singing] A-gurgle bufwoozle didoodi houdini.
",109,6,21
"22677","All: [dressed as Humplings, singing] 'Cause we love our vegetables.
",109,6,21
"22678","Abner Doubledeal: And... Cut! That's a wrap, everybody. Ten-minute break, then we shoot season three.
",109,6,21
"22679","Fry: Leela, you may have become a Lady Gaga-esque fame hag, but you sure cheered up those orphans. Nice job.
",109,6,21
"22680","Warden Vogel: Thanks so much for inviting us to the taping. The kids haven't been this excited since food day!
",109,6,21
"22681","Leela: Aw, thanks. They're my inspiration.
",109,6,21
"22682","Bender: But not your only inspiration. Am I right, Leels?
",109,6,21
"22683","Albert: Is somebody standing on me?
",109,6,21
"22684","Bender: I do love inconveniencing the underclass.
",109,6,21
"22685","Warden Vogel: Well, we'll be on our way. After we dig through your trash for aluminum. Okay, kids. Delta pattern. Go! Go! Go!
",109,6,21
"22686","Sally: Miss Leela?
",109,6,21
"22687","Leela: Yes, Sally?
",109,6,21
"22688","Sally: I wanna show you the story I made up. That's Gum Drop, Sticky, Candy Corn, Sour Ball, and Jujube. They're brothers and sisters and they live in Butterscotch Hollow.
",109,6,21
"22689","Leela: Sally, that's wonderful. You came up with that yourself? Out of thin air? How?
",109,6,21
"22690","Sally: You were an orphan and now you're the best writer ever, so I knew I could write too. Thank you for being my hero.
",109,6,21
"22691","Leela: I can't do this any more.
",109,6,21
"22692","Professor Farnsworth: I don't blame you. Having to wear a costume made from a hollowed-out walrus...
",109,6,21
"22693","Leela: Everyone, I have a confession. I, Turanga Leela, winner of a Young People's Choice Award, a Peabody Jr, and two Training Emmys, am not what I appear to be. There's something I need to show you.
",109,6,21
"22694","Bender: Uh-oh.
",109,6,21
"22695","Leela: Continuing my confession, this is the hardest thing I've ever done.
",109,6,21
"22696","Sally: Harder than creating the bestest show in the world?
",109,6,21
"22697","Leela: I didn't create anything. I stole it.
",109,6,21
"22698","Bender: Stealin' is a form of creativity!
",109,6,21
"22699","Leela: No, it isn't. Guys! Come on out!
",109,6,21
"22700","Abner Doubledeal: Holy moly again.
",109,6,21
"22701","Lady Buggle: Oh, hello, Leela. I was just telling my friends how they shouldn't eat food off the floor. Should we sing a song about it?
",109,6,21
"22702","Fry: Yes, please!
",109,6,21
"22703","Leela: No need, Lady Buggle.
",109,6,21
"22704","Abner Doubledeal: Say, what's goin' on here?
",109,6,21
"22705","Leela: This planet is the real Rumbledy-Hump. And these creatures are the real Humplings. All I did was write down their adorably repetitious hijinks.
",109,6,21
"22706","Sally: You lied? Like Doingg did when he stole Garbly's pet pinecone?
",109,6,21
"22707"," Doingg: You told them about that?
",109,6,21
"22708","Leela: I should've told the truth right away. These simply prairie folk have a simple prairie-ish life here. And I was wrong to exploit it for profit.
",109,6,21
"22709","Lady Buggle: I'm as sad as an upside-down smile.
",109,6,21
"22710","Leela: You mean a frown?
",109,6,21
"22711","Lady Buggle: We didn't have a word for it... Until now.
",109,6,21
"22712","Amy: To think I put on an unflattering cupcake costume for you!
",109,6,21
"22713","Fry: To think I borrowed money from you!
",109,6,21
"22714","Albert: I was gonna ask you to marry me.
",109,6,21
"22715","Sally: I guess, if you can't make up stories, I can't neither.
",109,6,21
"22716","Leela: I deserve this. And more. Keep it coming!
",109,6,21
"22717","Abner Doubledeal: Wait a second. As a big Hollywood TV producer, I think I know how to remedy this ethical lapse.
",109,6,21
"22718","Lady Buggle: [singing] So if you don't want a tapeworm or intestinal bug...
",109,6,21
"22719","Humplings: [singing] Don't eat pastrami that fell on the rug.
",109,6,21
"22720","Abner Doubledeal: And... Cut! Ta-da! We got us a reality show! No writers. No actors. No problem.
",109,6,21
"22721","Leela: Doubledeal, this is disgraceful! You can't just rip off their real lives and put it on TV!
",109,6,21
"22722","Abner Doubledeal: Wha? Who said anything about rippin' them off?
",109,6,21
"22723","Leela: I did!
",109,6,21
"22724","Abner Doubledeal: I'm payin' 'em. Gather 'round, gang. Here're your pay checks.
",109,6,21
"22725","Garbly: [indistinctively] I can finally afford my speech therapy!
",109,6,21
"22726","Feffernoose: And the health plan covers my generic Prozac!
",109,6,21
"22727","Lady Buggle: Electricity, plumbing... Our lives are a jillion times better. And it's all thanks to you, Leela.
",109,6,21
"22728","Leela: Don't thank me! I should be punished! I've corrupted you and taught the orphans a terrible lesson.
",109,6,21
"22729","Warden Vogel: What orphans?! The kids were all adopted!
",109,6,21
"22730","Leela: They were?! By who?!
",109,6,21
"22731","Abner Doubledeal: Come on, kids. Let's get this place cleaned up for the next episode. Albert, pick up that pastrami and put it back on the craft services table.
",109,6,21
"22732","Albert: You're the boss, Daddy.
",109,6,21
"22733","Leela: Oh, God! What have I done?!
",109,6,21
"22734","Nina: You've given us a new father and a full-time job! Which is more than most kids have!
",109,6,21
"22735","Leela: But—
",109,6,21
"22736","Sally: We love it here, Miss Leela. This is the funnest planet in the whole world!
",109,6,21
"22737","Leela: Don't hug me! I've done a horrible thing! For God's sakes, somebody teach me a lesson!
",109,6,21
"22738","Orphans and Humplings: [repeatedly] We love Leela!
",109,6,21
"22739","Leela: [extendedly] No!
",109,6,21
"22740","",110,6,22
"22741","Fry: Run, Leela! They're bouncing right at us!
",110,6,22
"22742","Bender: So... Anybody hungry?
",110,6,22
"22743","Fry: I could stuff myself.
",110,6,22
"22744","Leela: I'll use that free app that tells you what restaurants you're near.
",110,6,22
"22745","Fry: You mean the window?
",110,6,22
"22746","Leela: Yes.
",110,6,22
"22747","Lrrr: [angry] I am Lrrr, ruler of the planet Omicron Persei 8! I demand extra dipping sauce!
",110,6,22
"22748","Teenaged Alien: How many?
",110,6,22
"22749","Lrrr: [shy] Uh... Two.
",110,6,22
"22750","Fishy Joe: Welcome to Fishy Joe's. Today is Stroganoff Thursday. We are currently out of the following menu items.
",110,6,22
"22751","Female voice: Stroganoff.
",110,6,22
"22752","Teenaged Alien: May I take your order?
",110,6,22
"22753","Fry: I'll have the Stroganoff.
",110,6,22
"22754","Teenaged Alien: Okay.
",110,6,22
"22755","Bender: Yeah, uh, gimme the fried spaghetti dinner breakfast pocket for lunch an', uh, a big bucket o' mixed sodas.
",110,6,22
"22756","Teenaged Alien: One kids meal. Got it.
",110,6,22
"22757","Leela: [off camera] Huh. Buggalo tots?
",110,6,22
"22758","Leela: What exactly are those made of?
",110,6,22
"22759","Teenaged Alien: You got a warrant?
",110,6,22
"22760","Leela: I'll just have something from the lite menu. How about the gardener lover's salad?
",110,6,22
"22761","Teenaged Alien: What kinda cheese fillin' you want in that?
",110,6,22
"22762","Leela: Ugh! Just gimme the fruit cup!
",110,6,22
"22763","Teenaged Alien: Okey-doke. What kinda cheese fillin' you want in that?
",110,6,22
"22764","Leela: Oh, God! Fruit is spelled F-R-O-O-T. And it's got quotation marks around it.
",110,6,22
"22765","Fry: Mmm. There's nothin' wrong with a little fast food once or twice a meal. Heart... Attack! I'm fine.
",110,6,22
"22766","Leela: Oh! I got a bone in my fruit! That's it. From now on, we're not eating anything unless we know what it is an' where it's from. We're going to the local farmers market.
",110,6,22
"22767","Bender: Aw, mom! Do we hafta?!
",110,6,22
"22768","Leela: This is what I'm talkin' about! See all the dirt an' earwigs? That's the sign of healthy food.
",110,6,22
"22769","Hydroponic farmer: You think that's healthy? Try this. I found it growin' at the bottom of my hamper.
",110,6,22
"22770","Leela: Mmm! So fresh an' musty!
",110,6,22
"22771","Bulb: It's what I do.
",110,6,22
"22772","Thog: Hello, tiny man. You want sample small-batch Amazonian maple syrup?
",110,6,22
"22773","Fry: Sure. That's the kinda sap I like.
",110,6,22
"22774","Thog: You the kind of sap I like.
",110,6,22
"22775","Fry: I'm scaroused!
",110,6,22
"22776","Bender: Zuban tobacco?! The richest, most obnoxious kind! Listen, pal. I'm lookin' for a versatile smoke. One that's equally good in a crowded elevator or an audience with the Pope.
",110,6,22
"22777","Moustached Alien: Forget the Pope, my friend. Smoke one of these and God himself will ask to be seated far away from you.
",110,6,22
"22778","Bender: Ooh!
",110,6,22
"22779","Leela: Heirloom eggs?! That's so life-affirming! I'll bet you run your own hatchery. Just you and your wife... Matilda.
",110,6,22
"22780","Brown-haired man: No, ma'am. Matilda an' I gather them eggs in the forest. And Matilda's really more of a mongoose than a wife.
",110,6,22
"22781","Leela: You're a lucky man. But are they way more expensive than regular eggs?
",110,6,22
"22782","Brown-haired Man: Way more.
",110,6,22
"22783","Leela: Ooh! I'll take a dozen.
",110,6,22
"22784","Professor Farnsworth: Wha?! You're not my breakfast friends! What are you doing here?!
",110,6,22
"22785","Amy: Leela blackmailed us all into eating healthy, organic food.
",110,6,22
"22786","Professor Farnsworth: Blackmail? What does she have on you?
",110,6,22
"22787","Hermes: As long as we eat 'er filthy scrambled eggs, you'll never find out.
",110,6,22
"22788","Leela: They're not filthy! They're wholesome, fertile, and fresh from the forest floor. There's some filth.
",110,6,22
"22789","Fry: FERTILE? What does that mean?
",110,6,22
"22790","Zoidberg: It means it'll hatch into a tiny, little infant creature. Unless we cook it first. Hey, Leela! Hurry up with those scrambled infants!
",110,6,22
"22791","Fry: What?! That's horrifying! Zoidberg, you're an in-Human monster.
",110,6,22
"22792","Zoidberg: What are you? My driver's license?
",110,6,22
"22793","Fry: Eating a sweet, innocent chick before it's even hatched?! Oh-ho-ho-ho, no, you won'tn't! I refuse to eat an unborn animal! I'm gonna keep this egg safe and warm and secure. Until it hatches out into the world. And then I'm gonna eat it!
",110,6,22
